author,description,illustrator,image,introduceder,price,title,url
Richard Matheson,"I Am Legend, Richard Matheson’s brutal tale of survival and vampires, arrives in a spectacular Folio edition – illustrated by artist Dave McKean and introduced by a modern master of horror, Joe Hill.",Dave McKean,https://www.foliosociety.com/media/catalog/product/a/m/aml_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Joe Hill,60.0,I Am Legend,https://www.foliosociety.com/row/i-am-legend.html
Douglas Adams,"Comparing Adams’s work to that of Kurt Vonnegut, Tom Stoppard and even Jonathan Swift, science-fiction writer Adam Roberts describes this novel as ‘that rare thing: a sequel that surpasses its original’.",Jonathan Burton,https://www.foliosociety.com/media/catalog/product/r/e/reu_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Adam Roberts,49.95,The Restaurant at the End of the Universe,https://www.foliosociety.com/row/the-restaurant-at-the-end-of-the-universe.html
Douglas Adams,"In the fourth volume of The Hitchhiker’s Guide to the Galaxy series, Arthur Dent finds a whole new set of mind-boggling mysteries to deal with when planet Earth appears not to have been destroyed after all.",Jonathan Burton,https://www.foliosociety.com/media/catalog/product/t/x/txf_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,"So Long, and Thanks for All the Fish",https://www.foliosociety.com/row/so-long-and-thanks-for-all-the-fish.html
Douglas Adams,"More inspired lunacy in the third of Adams’s ‘trilogy of five’, here introduced by his friend, the acclaimed comedy writer Jon Canter.",Jonathan Burton,https://www.foliosociety.com/media/catalog/product/l/u/lue_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Jon Canter,49.95,"Life, the Universe and Everything",https://www.foliosociety.com/row/life-a-the-universe-and-everything.html
Douglas Adams,"In the first in his ‘trilogy of five’, Douglas Adams introduces us Earthbound readers to Zaphod Beeblebrox, the Babel fish, Pan Galactic Gargle Blasters and Marvin the Paranoid Android.",Jonathan Burton,https://www.foliosociety.com/media/catalog/product/h/g/hgg.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Terry Jones,49.95,The Hitchhiker’s Guide to the Galaxy,https://www.foliosociety.com/row/the-hitchhiker-s-guide-to-the-galaxy.html
George R. R. Martin,A Clash of Kings arrives fresh from the battlefield. The second volume of The Folio Society’s bestselling realisation of George R. R. Martin’s fantasy masterpiece ‘A Song of Ice and Fire’ is illustrated by Jonathan Burton.,Jonathan Burton,https://www.foliosociety.com/media/catalog/product/g/t/gt2_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,160.0,A Clash of Kings,https://www.foliosociety.com/row/a-clash-of-kings.html
Ray Bradbury,"Comedian, writer and broadcaster Frank Skinner introduces the new Folio edition of Ray Bradbury’s dark fantasy masterpiece Something Wicked This Way Comes, with thrilling illustrations by artist Tim McDonagh.",Tim McDonagh,https://www.foliosociety.com/media/catalog/product/s/w/swk.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Frank Skinner,47.95,Something Wicked This Way Comes,https://www.foliosociety.com/row/something-wicked-this-way-comes.html
Philip Pullman,A magnificent Folio Society edition of a worldwide phenomenon. The award-winning trilogy His Dark Materials in a stunning fully illustrated hardback edition.,Peter Bailey,https://www.foliosociety.com/media/catalog/product/h/d/hdm_2.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,175.0,His Dark Materials,https://www.foliosociety.com/row/his-dark-materials.html
Robin Hobb,"Strange magic and deadly conspiracies collide in Robin Hobb’s much-loved fantasy classic, ‘The Farseer Trilogy’. This special Folio Society edition features illustrations by David Palumbo.",David Palumbo,https://www.foliosociety.com/media/catalog/product/f/r/frt_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Robin Hobb,175.0,The Farseer Trilogy,https://www.foliosociety.com/row/the-farseer-trilogy.html
George R. R. Martin,A Game of Thrones is presented in a spectacular collector’s edition - the first release in the Folio Society series of George R. R. Martin’s ‘A Song of Ice and Fire’.,Jonathan Burton,https://www.foliosociety.com/media/catalog/product/g/o/got_book2.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Joe Abercrombie,160.0,A Game of Thrones,https://www.foliosociety.com/row/a-game-of-thrones.html
Stephen King,"A taut, gripping thriller, Misery is arguably Stephen King’s greatest novel. Award-winning illustrator Edward Kinsella's deeply haunting artwork and striking binding design make this the ultimate collector's edition.",Edward Kinsella,https://www.foliosociety.com/media/catalog/product/m/r/mry_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,60.0,Misery,https://www.foliosociety.com/row/misery.html
,"Meet the monster behind the man in Hulk, the explosive third volume in Folio’s ‘Marvel Heroes’ series, showcasing some of the most iconic characters in comic book history. Roy Thomas introduces landmark stories by Stan Lee, Jack Kirby and Al Ewing.",,https://www.foliosociety.com/media/catalog/product/h/u/hulk_bookshot_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,65.0,Hulk,https://www.foliosociety.com/row/hulk.html
William Goldman,"Featuring giants, duels, man-eating swamp rats and, of course, true love, Goldman’s funny and poignant lampoon of the fairy-tale tradition has inadvertently become a classic of the genre.",Mark Thomas,https://www.foliosociety.com/media/catalog/product/p/r/prb_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,The Princess Bride,https://www.foliosociety.com/row/the-princess-bride.html
Pierre Boulle,"The sci-fi adventure that launched a global franchise, Planet of the Apes is given a timely Folio release with David de las Heras’s spectacular artwork and a thought-provoking introduction by primatologist Frans de Waal.",David de las Heras,https://www.foliosociety.com/media/catalog/product/a/p/ape_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Frans de Waal,49.95,Planet of the Apes,https://www.foliosociety.com/row/planet-of-the-apes.html
Sir Walter Scott,A new leather-bound limited edition published to celebrate the 250th anniversary of the author’s birth. Each copy is numbered by hand and signed by both introducer and illustrator. ,June Carey,https://www.foliosociety.com/media/catalog/product/r/o/roy_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,310.0,Rob Roy,https://www.foliosociety.com/row/rob-roy.html
Arthur C. Clarke,"Space just got stranger with Arthur C. Clarke’s science-fiction classic, Rendezvous with Rama. For this exquisite illustrated Folio edition, novelist John Clute provides an introduction celebrating the author’s remarkable imagination.",Matt Griffin,https://www.foliosociety.com/media/catalog/product/r/d/rdz_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,John Clute,55.0,Rendezvous with Rama,https://www.foliosociety.com/row/rendezvous-with-rama.html
Philip K. Dick,Philip K. Dick’s celebrated science-fiction thriller leaves readers guessing until the very last page. This spectacular Folio Society edition of Ubik features a new introduction by award-winning writer Kim Stanley Robinson.,La Boca,https://www.foliosociety.com/media/catalog/product/u/b/ubk99.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Kim Stanley Robinson,60.0,Ubik,https://www.foliosociety.com/row/ubik.html
Gene Wolfe,"A stunning new two-volume Folio edition of Gene Wolfe’s acclaimed The Book of the New Sun, lavishly illustrated by Sam Weber and introduced by Neil Gaiman.",Sam Weber,https://www.foliosociety.com/media/catalog/product/b/k/bkn_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Neil Gaiman,135.0,The Book of the New Sun,https://www.foliosociety.com/row/the-book-of-the-new-sun-2-volume.html
Ian Fleming,Ian Fleming’s The Man with the Golden Gun sees the world’s greatest super spy tackle a deadly assassin. The latest adventure in the Folio Bond series is illustrated by Fay Dalton.,Fay Dalton,https://www.foliosociety.com/media/catalog/product/j/b/jbg_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,46.95,The Man With the Golden Gun,https://www.foliosociety.com/row/the-man-with-the-golden-gun.html
Edward Thomas,"In an exclusive Folio anthology illustrated by Jonathan Lloyd and Neil Gower, former Poet Laureate Andrew Motion gathers together the greatest war poetry, from antiquity to the Cold War and beyond.",Neil Gower,https://www.foliosociety.com/media/catalog/product/f/w/fwp_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,The Folio Book of War Poetry,https://www.foliosociety.com/row/the-folio-book-of-war-poetry.html
Diana Wynne Jones,"Abdullah dreams of adventure, but dreams can be big trouble in Castle in the Air, Diana Wynne Jones’s delightful sequel to Howl’s Moving Castle. This Folio edition is illustrated by Marie-Alice Harel.",Marie-Alice Harel,https://www.foliosociety.com/media/catalog/product/c/i/cia_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,44.95,Castle in the Air,https://www.foliosociety.com/row/castle-in-the-air.html
F. Scott Fitzgerald,F. Scott Fitzgerald’s enduring classic The Great Gatsby is beautifully presented as a Folio Society edition that includes a personal note by Francis Ford Coppola and exquisite artwork by Sam Wolfe Connelly.,Sam Wolfe Connelly,https://www.foliosociety.com/media/catalog/product/g/r/grg_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Michael Dirda,42.95,The Great Gatsby,https://www.foliosociety.com/row/the-great-gatsby.html
Diana Wynne Jones,This fantastical Folio edition of Diana Wynne Jones’s enchanting tale features artwork by Folio’s 2019 Book Illustration Competition winner.,Marie-Alice Harel,https://www.foliosociety.com/media/catalog/product/m/v/mvc_book_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Marcus Sedgwick,44.95,Howl’s Moving Castle,https://www.foliosociety.com/row/howl-s-moving-castle.html
Diana Wynne Jones,Folio’s beautiful edition of House of Many Ways brings another dose of magic and mayhem from the world of Howl’s Moving Castle. The final volume in Diana Wynne Jones’s trilogy is illustrated by Marie-Alice Harel.,Marie-Alice Harel,https://www.foliosociety.com/media/catalog/product/m/w/mwy_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,44.95,House of Many Ways,https://www.foliosociety.com/row/house-of-many-ways.html
Bernard Cornwell,Sharpe’s Fortress sees Bernard Cornwell’s celebrated hero fighting for his life – and for victory – at the deadly siege of Gawilghur. This handsome Folio volume is the first illustrated edition and joins the Folio Sharpe series.,Douglas Smith,https://www.foliosociety.com/media/catalog/product/s/p/sp3_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,44.95,Sharpe’s Fortress,https://www.foliosociety.com/row/sharpe-s-fortress.html
Tobias Smollett ,"Exclusive to the Folio Society, The Folio Book of Humour is an eclectic collection of more than 100 rib-tickling excerpts, from quick-witted Waugh and saucy Chaucer to Bridget Jones and Fleabag.",Derrick Harris,https://www.foliosociety.com/media/catalog/product/c/m/cmw_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,47.95,The Folio Book of Humour,https://www.foliosociety.com/row/the-folio-book-of-humour.html
Ian Fleming,Fay Dalton’s irresistible illustrations make this edition of Ian Fleming’s On Her Majesty’s Secret Service a delectable treat – say hello to the latest addition to the celebrated Folio Bond series.,Fay Dalton,https://www.foliosociety.com/media/catalog/product/m/s/mss_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,46.95,On Her Majesty’s Secret Service,https://www.foliosociety.com/row/on-her-majesty-s-secret-service.html
Ian Fleming,Ian Fleming’s superspy James Bond returns to seek revenge for his murdered wife in this exquisite Folio edition of You Only Live Twice – illustrated by the brilliant Fay Dalton.,Fay Dalton,https://www.foliosociety.com/media/catalog/product/j/b/jb2_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,46.95,You Only Live Twice,https://www.foliosociety.com/row/you-only-live-twice.html
Margery Allingham,"Amateur detective Albert Campion is back on the case in the latest in Folio’s popular Margery Allingham series. This time, our doyenne of crime is illustrated by Darya Shnykina.",Darya Shnykina,https://www.foliosociety.com/media/catalog/product/m/c/mcp_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,Mr Campion and Others,https://www.foliosociety.com/row/mr-campion-and-others.html
Agatha Christie,"The newest addition to the Folio crime library is Crooked House, the book that Agatha Christie herself believed was one of her best. This edition features evocative illustrations by Sally Dunne.",Sally Dunne,https://www.foliosociety.com/media/catalog/product/c/k/ckh_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,Crooked House,https://www.foliosociety.com/row/crooked-house.html
Isaac Asimov,"Presented as an extraordinary Folio Society edition, Isaac Asimov’s science-fiction epic The Foundation Trilogy is introduced by Nobel Prize-winning economist Paul Krugman and illustrated by British artist Alex Wells.",Alex Wells,https://www.foliosociety.com/media/catalog/product/f/d/fdt_bookshot_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Paul Krugman,125.0,The Foundation Trilogy,https://www.foliosociety.com/row/the-foundation-trilogy.html
Edited by John Cherry,"A fascinating history of the creatures that populate myths and folklore, John Cherry’s Mythical Beasts is beautifully reimagined as a Folio edition illustrated with archive images and Neil Packer’s striking new motifs and binding design.",Neil Packer,https://www.foliosociety.com/media/catalog/product/b/s/bst_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,John Cherry,60.0,Mythical Beasts,https://www.foliosociety.com/row/mythical-beasts.html
Bill Bryson,"Full of sweat, tears and side-splitting humour, Bill Bryson’s A Walk in the Woods is a page-turning travelogue and this Folio Society edition is the ultimate companion for fans of the author’s inimitable wit.",James Weston Lewis,https://www.foliosociety.com/media/catalog/product/w/a/walk_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,A Walk in the Woods,https://www.foliosociety.com/row/a-walk-in-the-woods.html
Daphne du Maurier,"A classic of 20th-century literature, Daphne du Maurier’s mesmerising ’study in jealousy’ has captivated readers for generations.",D. G. Smith,https://www.foliosociety.com/media/catalog/product/b/e/bec_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Helen Dunmore,47.95,Rebecca,https://www.foliosociety.com/row/rebecca.html
Georgette Heyer,"Stephen Fry’s exclusive introduction to this new Folio Society edition lavishes praise on Georgette Heyer’s meticulously researched and deliciously entertaining Regency Romance, Venetia.",Sally Dunne,https://www.foliosociety.com/media/catalog/product/v/t/vta_bookshot_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Stephen Fry,49.95,Venetia,https://www.foliosociety.com/row/venetia.html
Bernard Cornwell,Folio’s illustrated Sharpe series continues with Sharpe’s Triumph. Douglas Smith provides rousing scratchboard images for the first illustrated editions of Bernard Cornwell’s enormously popular historical adventures.,Douglas Smith,https://www.foliosociety.com/media/catalog/product/s/p/sp2_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,44.95,Sharpe’s Triumph,https://www.foliosociety.com/row/sharpe-s-triumph.html
Angela Carter,"Nights at the Circus, Angela Carter’s tale of love and magic, circuses and lies, receives its first illustrated Folio Society edition. Royal Academician Eileen Cooper provides extraordinary linocut images, Sarah Waters introduces.",Eileen Cooper,https://www.foliosociety.com/media/catalog/product/n/c/ncr_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Sarah Waters,60.0,Nights at the Circus,https://www.foliosociety.com/row/nights-at-the-circus.html
Ursula K. Le Guin,"The first illustrated edition of Ursula K. Le Guin’s masterpiece, The Left Hand of Darkness. The Folio Society edition also includes an introduction by Becky Chambers and exquisite illustrations by David Lupton.",David Lupton,https://www.foliosociety.com/media/catalog/product/l/h/lhd_main.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Becky Chambers,49.95,The Left Hand of Darkness,https://www.foliosociety.com/row/the-left-hand-of-darkness.html
Ursula K. Le Guin,"A true great of the fantasy genre, Ursula K. Le Guin’s A Wizard of Earthsea brims over with danger and wild magic. Illustrated by David Lupton and introduced by David Mitchell.",David Lupton,https://www.foliosociety.com/media/catalog/product/w/o/woe_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,David Mitchell,49.95,A Wizard of Earthsea,https://www.foliosociety.com/row/a-wizard-of-earthsea.html
Mikhail Bulgakov,"One of the great masterpieces of the 20th<sup> </sup>century, Mikhail Bulgakov’s The Master and Margarita is beautifully crafted as a unique Folio edition with illustrations by Peter Suart and an introduction by Orlando Figes. ",Peter Suart,https://www.foliosociety.com/media/catalog/product/m/m/mmg_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Orlando Figes,60.0,The Master and Margarita,https://www.foliosociety.com/row/the-master-and-margarita.html
Emily Dickinson,"A unique collection of poetry and prose, beautifully bound and illustrated with newly commissioned artwork.",Petra Börner ,https://www.foliosociety.com/media/catalog/product/s/p/spf_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,29.95,Spring,https://www.foliosociety.com/row/spring.html
Charles van Sandwyk,The inhabitants of the fairy realm are beautifully imagined in Charles van Sandwyk’s tales; exquisitely illustrated and brought together as a collection for the first time by The Folio Society.,Charles van Sandwyk,https://www.foliosociety.com/media/catalog/product/h/s/hsf_main.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,How to See Fairies,https://www.foliosociety.com/row/how-to-see-fairies.html
Antoine de Saint-Exupéry,A definitive two-volume edition of Antoine de Saint-Exupery’s The Little Prince featuring his original and unforgettable illustrations.,the author,https://www.foliosociety.com/media/catalog/product/t/h/the_little_prince_bookshot_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Stacy Schiff,60.0,The Little Prince,https://www.foliosociety.com/row/the-little-prince.html
Ian Fleming,"In the latest from Folio’s bestselling Bond series, Goldfinger introduces the terrifying Oddjob and master thief Pussy Galore, while illustrator Fay Dalton returns to bring these characters to life.",Fay Dalton,https://www.foliosociety.com/media/catalog/product/i/f/ifg-n.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,46.95,Goldfinger,https://www.foliosociety.com/row/goldfinger.html
Margery Allingham,"An unmissable Albert Campion mystery from Margery Allingham. Produced in series with The Tiger in the Smoke and Traitor’s Purse, Hide My Eyes invites us to explore a crime-ridden London.  ",Alexandru Savescu,https://www.foliosociety.com/media/catalog/product/h/i/hide-my-eyes.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,Hide My Eyes,https://www.foliosociety.com/row/hide-my-eyes.html
Josephine Tey,"Miss Pym Disposes is an essential addition to the Josephine Tey collection. A unique and absorbing standalone mystery, this edition features intriguing illustrations by series artist Mark Smith.",Mark Smith,https://www.foliosociety.com/media/catalog/product/m/p/mpd_main_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,Miss Pym Disposes,https://www.foliosociety.com/row/miss-pym-disposes.html
Josephine Tey,The Daughter of Time remains Josephine Tey’s most enduringly popular mystery. Can a bed-ridden 20th-century detective solve a 500-year-old crime? With illustrations by series artist Mark Smith.,Mark Smith,https://www.foliosociety.com/media/catalog/product/d/g/dgt_main.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Alison Weir,49.95,The Daughter of Time,https://www.foliosociety.com/row/the-daughter-of-time.html
Michael Chabon,"Experience The Amazing Adventures of Kavalier &amp; Clay with this special collector’s edition. Featuring illustrations by comic book artist Chris Samnee, Michael Chabon’s Pulitzer Prize-winning novel is also introduced by Michael Moorcock.",Chris Samnee,https://www.foliosociety.com/media/catalog/product/c/a/cav_book3.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Michael Moorcock,95.0,The Amazing Adventures of Kavalier & Clay,https://www.foliosociety.com/row/amazing-adventures-of-kavalier-clay.html
Ian Fleming,"Ian Fleming’s superspy returns in Diamonds Are Forever, the sixth volume of our James Bond collection, with Fay Dalton’s artwork oozing glamour and danger.",Fay Dalton,https://www.foliosociety.com/media/catalog/product/j/b/jbd-n.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,46.95,Diamonds Are Forever,https://www.foliosociety.com/row/diamonds-are-forever.html
Joseph Conrad,Will Self’s provocative introduction and Ben Jones’s perturbing portraits complete the Folio edition of The Secret Agent; Joseph Conrad’s startling terror-attack fiction set in Edwardian London.,Ben Jones,https://www.foliosociety.com/media/catalog/product/c/n/cnr_main.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Will Self,49.95,The Secret Agent,https://www.foliosociety.com/row/the-secret-agent.html
Elmore Leonard,Elmore Leonard’s acerbic rampage through Miami’s underworld and Hollywood’s movie industry is given a much-anticipated Folio production.,Gary Kelley,https://www.foliosociety.com/media/catalog/product/e/l/ell_main.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Dennis Lehane,55.0,Get Shorty,https://www.foliosociety.com/row/get-shorty.html
Homer,"Homer’s epic poem relating a bloody clash of powers transcends the centuries in the hands of translator Robert Fagles, and is transformed into an exceptional collector’s edition by Folio.",Grahame Baker-Smith,https://www.foliosociety.com/media/catalog/product/i/l/ilc_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Bernard Knox,70.0,The Iliad,https://www.foliosociety.com/row/iliad.html
Wilfred Owen,A new limited edition published to commemorate the poet’s death in November 1918 and designed to emulate the fine press editions of the early 20th century. In series with Selected Poems Rupert Brooke and Selected Poems Edward Thomas.,Neil Bousfield,https://www.foliosociety.com/media/catalog/product/w/f/wfl_bookshot_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Owen Sheers,250.0,Wilfred Owen: Selected Poems,https://www.foliosociety.com/row/wilfred-owen-selected-poems.html
Ian Fleming,"Thunderball, the latest volume in the Folio Bond Collection, features a new delectable series of images by Fay Dalton, and introduces one of Ian Fleming’s greatest villains – the nefarious Blofeld.",Fay Dalton,https://www.foliosociety.com/media/catalog/product/j/b/jbt_001_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,46.95,Thunderball,https://www.foliosociety.com/row/thunderball.html
Agatha Christie,"Hercule Poirot gets to the bottom of an especially unnerving case in this irresistible illustrated Folio edition of one of Agatha Christie’s most celebrated mysteries, The Murder of Roger Ackroyd.",Andrew Davidson,https://www.foliosociety.com/media/catalog/product/m/r/mra99.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Sophie Hannah,49.95,The Murder of Roger Ackroyd,https://www.foliosociety.com/row/murder-of-roger-akroyd.html
Ian Fleming,"The third in our best-selling James Bond series, this edition once more employs the talents of Fay Dalton, whose illustrations bring to life the glamour and danger of Bond’s action-filled mission in Jamaica.",Fay Dalton,https://www.foliosociety.com/media/catalog/product/d/r/drn-n.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,46.95,Dr No,https://www.foliosociety.com/row/dr-no.html
Emily Dickinson,"A beautifully presented collection that celebrates the radical style of a visionary American poet. This edition follows the 1955 text prepared by Thomas H. Johnson, which presents the poems as Dickinson intended.",Jane Lydbury,https://www.foliosociety.com/media/catalog/product/e/m/emi_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Lavinia Greenlaw,36.95,Selected Poems,https://www.foliosociety.com/row/emily-dickinson-selected-poems.html
Jane Austen,"Published as part of our Jane Austen series, this sparkling edition is introduced by Fay Weldon.",Sam Wolfe Connelly,https://www.foliosociety.com/media/catalog/product/e/m/emm_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Fay Weldon,49.95,Emma,https://www.foliosociety.com/row/emma.html
Edward Thomas,A limited edition published to commemorate the poet’s death in April 1917 and designed to emulate the fine press editions of the early 20th century. In series with Selected Poems Rupert Brooke and Selected Poems Wilfred Owen.,David Gentleman,https://www.foliosociety.com/media/catalog/product/e/t/ett_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Andrew Motion,250.0,Edward Thomas: Selected Poems,https://www.foliosociety.com/row/edward-thomas-selected-poems.html
Robert Louis Stevenson,Robert Louis Stevenson’s classic horror Dr Jekyll and Mr Hyde reveals the darker side of human nature and this striking Folio Society edition is illustrated by fellow master of the gothic Mervyn Peake.,Mervyn Peake,https://www.foliosociety.com/media/catalog/product/j/e/jek_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,John Hampden,39.95,Dr Jekyll and Mr Hyde,https://www.foliosociety.com/row/dr-jekyll-and-mr-hyde.html
Dante Alighieri,"Enjoy The Best of Dorothy Parker in The Folio Society’s new edition of poetry and short stories from the greatest wit of her age, with the era-defining graphic illustrations of Helen Smithson.",Helen Smithson,https://www.foliosociety.com/media/catalog/product/b/d/bdp_005main.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Mervyn Horder,47.95,The Best of Dorothy Parker,https://www.foliosociety.com/row/the-best-of-dorothy-parker.html
