author,description,illustrator,image,introduceder,price,title,url
Charlotte Brontë,"Illustrated by Santiago Caruso, our edition of Charlotte Brontë’s beloved novel celebrates its gothic undercurrents.",Santiago Caruso,https://www.foliosociety.com/media/catalog/product/j/y/jyr_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Emma Donoghue,49.95,Jane Eyre,https://www.foliosociety.com/row/jane-eyre.html
Truman Capote,"Capote’s enchanting New York novella, introduced by Jay McInerney. With illustrations by Karen Klassen.",Karen Klassen,https://www.foliosociety.com/media/catalog/product/b/k/bkf_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Jay McInerney,42.95,Breakfast at Tiffany’s,https://www.foliosociety.com/row/breakfast-at-tiffany-s.html
Ian Fleming,"A handsome edition of the first James Bond novel, with an introduction by John Banville.",Fay Dalton,https://www.foliosociety.com/media/catalog/product/c/s/csr_matchbook.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,John Banville,46.95,Casino Royale,https://www.foliosociety.com/row/casino-royale.html
Andrew Lang,"A lively collection of nursery rhymes, both familiar and little known, collected by Andrew Lang, the acclaimed folklorist and editor of the Rainbow Fairy Books.",Debra McFarlane and L. Leslie Brooke,https://www.foliosociety.com/media/catalog/product/n/r/nrb_book_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Michael Rosen,65.0,The Nursery Rhyme Book,https://www.foliosociety.com/row/the-nursery-rhyme-book.html
Louisa May Alcott,"Illustrated by Rebecca Green and introduced by Jane Gardam, this gorgeous Folio Society edition of Louisa May Alcott’s Little Women celebrates its status as a timeless classic, an early feminist novel and a wonderfully engaging read.",Rebecca Green,https://www.foliosociety.com/media/catalog/product/l/w/lwm_bookshot_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Jane Gardam,49.95,Little Women,https://www.foliosociety.com/row/little-women.html
Frederick Forsyth,"A striking Folio collector’s edition of Frederick Forsyth’s electrifying political thriller, The Day of the Jackal, introduced by Ken Follett and illustrated by Tatsuro Kiuchi.",Tatsuro Kiuchi,https://www.foliosociety.com/media/catalog/product/d/o/doj_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Ken Follett,49.95,The Day of the Jackal,https://www.foliosociety.com/row/the-day-of-the-jackal.html
Jane Austen,"Both a sparkling comedy of manners and a gripping romance, Pride and Prejudice remains one of the best-loved books in the world.",Anna and Elena Balbusso,https://www.foliosociety.com/media/catalog/product/p/p/ppj_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Sebastian Faulks,49.95,Pride and Prejudice,https://www.foliosociety.com/row/pride-and-prejudice.html
Jane Austen,"Jane Austen’s final novel shows her at her most moving and mature. Introduced by Siri Hustvedt, and illustrated by Deanna Staffo.",Deanna Staffo,https://www.foliosociety.com/media/catalog/product/p/s/psn_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Siri Hustvedt,49.95,Persuasion,https://www.foliosociety.com/row/persuasion.html
William Golding,"One of the most influential novels of the 20th century, William Golding’s Lord of the Flies is presented as a unique Folio Society edition, illustrated by Sam Weber and introduced by Ian McEwan.",Sam Weber,https://www.foliosociety.com/media/catalog/product/l/t/ltf_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Ian McEwan,44.95,Lord of the Flies,https://www.foliosociety.com/row/lord-of-the-flies.html
Italo Calvino,"Introduced by Poet Laureate Carol Ann Duffy, this anthology is a celebration of poetry and the passion it inspires. It gathers together more than 300 of our favourite poems, spanning over 400 years.",Eri Griffin,https://www.foliosociety.com/media/catalog/product/p/t/pta.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Carol Ann Duffy,60.0,A Folio Anthology of Poetry,https://www.foliosociety.com/row/a-folio-anthology-of-poetry.html
Ian Fleming,"Often named by Bond fans as Fleming’s best novel, this suspenseful thriller sees 007 ensnared by an elaborate honeytrap set by SMERSH.",Fay Dalton,https://www.foliosociety.com/media/catalog/product/r/w/rwl-n.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,46.95,From Russia with Love,https://www.foliosociety.com/row/from-russia-with-love.html
Josephine Tey,"One of Tey’s finest novels, this suspenseful story centres on the mysterious death of a young man on a train, and the cryptic poem that gradually reveals the greed and envy behind his demise. Award-winning artist Mark Smith illustrates.",Mark Smith,https://www.foliosociety.com/media/catalog/product/s/g/sgs_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Val McDermid,49.95,The Singing Sands,https://www.foliosociety.com/row/the-singing-sands.html
Jane Austen,"Jane Austen’s first novel, produced in series as part of the Folio Jane Austen Collection.",Philip Bannister,https://www.foliosociety.com/media/catalog/product/s/s/ssb_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Elena Ferrante,49.95,Sense and Sensibility,https://www.foliosociety.com/row/sense-and-sensibility.html
Arthur C. Clarke,"Every bit as ambitious and prophetic as the film that shared its inception, Arthur C. Clarke’s 2001: A Space Odyssey remains a towering science-fiction classic. This Folio Society edition sees it illustrated for the first time.",Joe Wilson,https://www.foliosociety.com/media/catalog/product/s/d/sdy_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Michael Moorcock,55.0,2001: A Space Odyssey,https://www.foliosociety.com/row/2001-a-space-odyssey.html
Stephen King,"A Folio Society collector’s edition of Stephen King’s genre-changing tale of unquiet ghosts and simmering violence, illustrated by award-winning artist Edward Kinsella.",Edward Kinsella,https://www.foliosociety.com/media/catalog/product/t/s/tsh_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,60.0,The Shining,https://www.foliosociety.com/row/the-shining.html
Kenneth Grahame,"The timeless adventures of Toad, Mole, Ratty and Badger have enchanted children and their parents for more than a century. This is a glorious edition of a children’s classic, with enchanting illustrations by Charles van Sandwyk.",Charles van Sandwyk,https://www.foliosociety.com/media/catalog/product/w/n/wnds_bookshot_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,65.0,The Wind in the Willows,https://www.foliosociety.com/row/the-wind-in-the-willows.html
Rupert Brooke,A limited edition published to commemorate the poet’s death in April 1915 and designed to emulate the fine press editions of the early 20th century. In series with Selected Poems Edward Thomas and Selected Poems Wilfred Owen.,Ed Kluz,https://www.foliosociety.com/media/catalog/product/w/r/wrbmainmain.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Jon Stallworthy,250.0,Rupert Brooke: Selected Poems,https://www.foliosociety.com/row/rupert-brooke-selected-poems.html
A. A. Milne,"The adventures of Pooh, Piglet and friends in an exquisite illustrated edition.",E. H. Shepard,https://www.foliosociety.com/media/catalog/product/w/n/wnp.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,60.0,Winnie-the-Pooh,https://www.foliosociety.com/row/winnie-the-pooh.html
Jane Austen,"Jane Austen’s most modern and controversial novel, Mansfield Park, illustrated by the award-winning Darya Shnykina and introduced by Lucy Worsley, completes Folio’s sensational Austen series.",Darya Shnykina,https://www.foliosociety.com/media/catalog/product/m/f/mfp.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Lucy Worsley,49.95,Mansfield Park,https://www.foliosociety.com/row/mansfield-park.html
Ian Fleming,Fay Dalton’s captivating images bring Ian Fleming’s riveting thriller Moonraker to life in this essential addition to the Folio Society Bond series.,Fay Dalton,https://www.foliosociety.com/media/catalog/product/m/n/mnk-n.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,46.95,Moonraker,https://www.foliosociety.com/row/moonraker.html
Agatha Christie,"One of the most celebrated Hercule Poirot novels, Agatha Christie’s Murder on the Orient Express is presented as a glorious Folio Society edition illustrated by Andrew Davidson.",Andrew Davidson,https://www.foliosociety.com/media/catalog/product/a/c/ac6.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,Murder on the Orient Express,https://www.foliosociety.com/row/murder-on-the-orient-express.html
Andrew Lang,A wonderful collection of fairy stories selected by Andrew Lang at the end of the 19th century and fully illustrated by Charles van Sandwyk for this Folio edition.,Charles van Sandwyk,https://www.foliosociety.com/media/catalog/product/b/f/bfb_book_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Joan Aiken,59.95,The Blue Fairy Book,https://www.foliosociety.com/row/the-blue-fairy-book.html
Tobias Smollett ,"A new Folio edition of Tobias Smollett’s final masterpiece, The Expedition of Humphry Clinker, a hilarious road-trip through Georgian Britain, dynamically illustrated by Derrick Harris and with an introduction by John Sutherland.",Derrick Harris,https://www.foliosociety.com/media/catalog/product/h/u/hump-clinker.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,John Sutherland,49.95,The Expedition of Humphry Clinker,https://www.foliosociety.com/row/the-expedition-of-humphry-clinker.html
A. A. Milne,"This charming Folio edition of A. A. Milne’s classic children’s book The House at Pooh Corner features the unrivalled original illustrations by E. H. Shepard, in glorious colour.",E. H. Shepard,https://www.foliosociety.com/media/catalog/product/p/h/phc_hr.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,The House at Pooh Corner,https://www.foliosociety.com/row/the-house-at-pooh-corner.html
P. G. Wodehouse,"P. G. Wodehouse, celebrated master of wordplay and comic timing, captures all the drama of the fairway in this charming collection of golfing short stories.",Paul Cox,https://www.foliosociety.com/media/catalog/product/t/c/tcc_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Lawrence Donegan,47.95,The Clicking of Cuthbert,https://www.foliosociety.com/row/the-clicking-of-cuthbert.html
Margery Williams,"Margery Williams’s affectionate tale of enduring love, The Velveteen Rabbit, has been faithfully reproduced in this beautifully designed new Folio collector’s edition.",William Nicholson,https://www.foliosociety.com/media/catalog/product/v/v/vvr_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Shirley Hughes,42.95,The Velveteen Rabbit,https://www.foliosociety.com/row/the-velveteen-rabbit.html
Jane Austen,"The last of Austen’s novels to be published, this is a tongue-in-cheek tale of the hazards of female friendship and undesirable suitors.",Jonathan Burton,https://www.foliosociety.com/media/catalog/product/n/g/nga_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Val McDermid,49.95,Northanger Abbey,https://www.foliosociety.com/row/northanger-abbey.html
Homer,The greatest quest ever written is published as a stunning Folio edition that pairs Robert Fagles’s renowned translation with the illustrations of Grahame Baker-Smith.,Grahame Baker-Smith,https://www.foliosociety.com/media/catalog/product/o/d/odc_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Bernard Knox,70.0,The Odyssey,https://www.foliosociety.com/row/the-odyssey.html
Brothers Grimm,"This Folio edition, a facsimile of the British edition of 1909, contains 60 of The Brothers Grimm’s most famous tales, including ‘Snow White’, ‘Hansel and Gretel’ and ‘Red Riding Hood’.",Arthur Rackham,https://www.foliosociety.com/media/catalog/product/b/g/bgr_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,65.0,Grimm’s Fairy Tales,https://www.foliosociety.com/row/grimm-s-fairy-tales.html
Lewis Carroll,"The Folio Society presents a glorious new edition of Lewis Carroll’s immortal tale, illustrated by acclaimed artist Charles van Sandwyk.",Charles van Sandwyk,https://www.foliosociety.com/media/catalog/product/a/v/avs_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,60.0,Alice in Wonderland,https://www.foliosociety.com/row/alice-s-adventures-in-wonderland.html
Ian Fleming,"Ian Fleming’s spy takes on man-eating sharks and a diabolical criminal mastermind in Live and Let Die, the eighth volume in Folio’s James Bond collection.",Fay Dalton,https://www.foliosociety.com/media/catalog/product/l/l/ll2_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,46.95,Live and Let Die,https://www.foliosociety.com/row/live-and-let-die.html
Georges Simenon,"The second Folio Maigret collection brings together three of Georges Simenon’s engrossing detective novels, alongside woodcut illustrations by the great Harry Brockway.",Harry Brockway,https://www.foliosociety.com/media/catalog/product/m/n/mn2_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,95.0,Maigret Set Two,https://www.foliosociety.com/row/maigret-set-two.html
Ian Fleming,The Spy Who Loved Me lets us get closer than ever to the elusive James Bond… This Folio collector’s edition of Ian Fleming’s controversial thriller features gorgeous illustrations by Fay Dalton.,Fay Dalton,https://www.foliosociety.com/media/catalog/product/s/w/swl_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,46.95,The Spy Who Loved Me,https://www.foliosociety.com/row/the-spy-who-loved-me.html
Jean de Brunhoff,Rarely seen archive material from The Morgan Library and a large-format first edition all reproduced in exquisite facsimile,the author,https://www.foliosociety.com/media/catalog/product/b/b/bbr_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,365.0,The Story of Babar,https://www.foliosociety.com/row/the-story-of-babar.html
Anne Brontë,"Published to mark the 200th anniversary of Anne Brontë’s birth, The Tenant of Wildfell Hall completes the Folio collection of the Brontë sisters’ most distinguished titles.",Valentina Catto,https://www.foliosociety.com/media/catalog/product/t/n/tnw_main_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Tracy Chevalier,49.95,The Tenant of Wildfell Hall,https://www.foliosociety.com/row/the-tenant-of-wildfell-hall.html
Josephine Tey,Another Folio edition from the mistress of crime best known for her unusual and surprise-filled mysteries. Josephine Tey’s The Franchise Affair features a set of splendid illustrations by Mark Smith.,Mark Smith,https://www.foliosociety.com/media/catalog/product/f/r/fr2_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Lady Antonia Fraser,49.95,The Franchise Affair,https://www.foliosociety.com/row/franchise-affair.html
Philip Larkin,This exceptional Folio edition of Philip Larkin’s Collected Poems includes a new foreword by Andrew Motion. It is the only edition of Larkin’s poetry to be illustrated with many of the author’s own photographs.,Quentin Blake,https://www.foliosociety.com/media/catalog/product/l/r/lrk_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Anthony Thwaite,42.95,Collected Poems,https://www.foliosociety.com/row/philip-larkin-collected-poems.html
Lee Child,"Folio presents the first illustrated edition of Lee Child’s phenomenally popular thriller, Killing Floor – thanks to artist Oliver Barrett, action hero Jack Reacher has never looked more formidable.",Oliver Barrett,https://www.foliosociety.com/media/catalog/product/t/k/tkf_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Malcolm Gladwell,60.0,Killing Floor,https://www.foliosociety.com/row/killing-floor.html
Mario Puzo,"Mario Puzo’s brilliant and brutal story of Mafia feuds and retribution in post-war New York is published in a sensational new illustrated Folio Society edition, introduced by Jonathan Freedland.",Robert Carter,https://www.foliosociety.com/media/catalog/product/g/d/gdf_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Jonathan Freedland,90.0,The Godfather,https://www.foliosociety.com/row/the-godfather.html
George Orwell,Guardian editor Alan Rusbridger introduces Orwell’s masterpiece in this striking new edition.<br><br>Sign up for our upcoming Nineteen Eighty-Four Limited Edition here.,Jonathan Burton,https://www.foliosociety.com/media/catalog/product/n/8/n84_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Alan Rusbridger,49.95,Nineteen Eighty-Four,https://www.foliosociety.com/row/nineteen-eighty-four.html
Cicely Mary Barker,"Cicely Mary Barker’s complete collection of Flower Fairies has been brought together in an exclusive new presentation by The Folio Society, with fully restored original paintings.",the author,https://www.foliosociety.com/media/catalog/product/f/w/fwf_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,105.0,The Complete Flower Fairies,https://www.foliosociety.com/row/the-complete-flower-fairies.html
Octavia E. Butler,The past becomes a deadly leash in Octavia E. Butler’s remarkable science-fiction thriller Kindred. This special Folio Society edition features work by award-winning artist James E. Ransome.,James E. Ransome,https://www.foliosociety.com/media/catalog/product/k/i/kin_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Tananarive Due,49.95,Kindred,https://www.foliosociety.com/row/kindred.html
Margaret Atwood,‘Science fiction has monsters and spaceships; speculative fiction could really happen.’ Margaret Atwood’s chilling cautionary tale is illustrated by the Balbusso sisters.,Anna and Elena Balbusso,https://www.foliosociety.com/media/catalog/product/h/t/httpwww.foliosociety.comimagesmagentoimageshdt.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Margaret Atwood,49.95,The Handmaid’s Tale,https://www.foliosociety.com/row/the-handmaid-s-tale.html
J. R. R. Tolkien,Before The Lord of the Rings and The Hobbit came The Silmarillion – a rich tapestry of tales and legends which tells the story of Middle-earth.,Francis Mosley,https://www.foliosociety.com/media/catalog/product/s/i/sil_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Christopher Tolkien,60.0,The Silmarillion,https://www.foliosociety.com/row/the-silmarillion.html
Malorie Blackman,"Introduced by Benjamin Zephaniah and illustrated by Kingsley Nebechi, this stunning Folio Society edition of Noughts and Crosses showcases Malorie Blackman’s award-winning thriller set in a reimagined Western society.",Kingsley Nebechi,https://www.foliosociety.com/media/catalog/product/n/a/nax_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Benjamin Zephaniah,47.95,Noughts and Crosses,https://www.foliosociety.com/row/noughts-and-crosses.html
J. R. R. Tolkien,"Successive generations have been spellbound by the exploits of Frodo, Gandalf and their comrades as they journey towards Mordor to do battle with the Dark Lord Sauron.",Eric Fraser and Ingahild Grathmer,https://www.foliosociety.com/media/catalog/product/l/t/ltr_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,155.0,The Lord of the Rings,https://www.foliosociety.com/row/the-lord-of-the-rings.html
Neil Gaiman,"Neil Gaiman’s raucous comedy Anansi Boys bursts into the spotlight in an extraordinary Folio collector’s edition, filled with vibrant images by artist Francis Vallejo and introduced by Afrofuturist Nalo Hopkinson.",Francis Vallejo,https://www.foliosociety.com/media/catalog/product/a/n/anb.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Nalo Hopkinson,85.0,Anansi Boys,https://www.foliosociety.com/row/anansi-boys.html
George R. R. Martin,The third instalment in George R. R. Martin’s ‘A Song of Ice and Fire’ saga is available as a two-volume Folio collector’s edition. A Storm of Swords is illustrated by award-winning artist Jonathan Burton.,Jonathan Burton,https://www.foliosociety.com/media/catalog/product/g/t/gt3_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,160.0,A Storm of Swords,https://www.foliosociety.com/row/a-storm-of-swords.html
,"Celebrate the 80th anniversary of the first Avenger with Captain America, an exclusive Folio edition collecting classic Captain America stories by comic book legends including Stan Lee, Jack Kirby and Jim Steranko.  ",,https://www.foliosociety.com/media/catalog/product/m/a/mav_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,65.0,Captain America,https://www.foliosociety.com/row/captain-america.html
Frank Herbert,Five Marvel milestones! Three sovereign super heroes! One exclusive collection! Including a facsimile of the extremely rare Marvel Comics #1! Marvel: The Golden Age 1939-1949 marks a terrific team-up between The Folio Society and Marvel Comics.,Sam Weber,https://www.foliosociety.com/media/catalog/product/m/4/m40_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,185.0,Marvel: The Golden Age 1939-1949,https://www.foliosociety.com/row/marvel-the-golden-age.html
Philip K. Dick,"Twenty-four artists take on the best of Philip K. Dick’s short fiction in Selected Short Stories. With a unique die-cut slipcase, printed page edges and an introduction by Jonathan Lethem.",24 different artists,https://www.foliosociety.com/media/catalog/product/p/k/pkdk_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Jonathan Lethem,95.0,Selected Short Stories,https://www.foliosociety.com/row/philip-k-dick-selected-short-stories.html
John le Carré,"John le Carré’s extraordinary spy thriller features eight colour illustrations by artist Sam Green, as well as a special illustrated slipcase. The perfect collector’s edition of A Perfect Spy.",Sam Green,https://www.foliosociety.com/media/catalog/product/p/s/pspy_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,85.0,A Perfect Spy,https://www.foliosociety.com/row/a-perfect-spy.html
Ursula K. Le Guin,The Tombs of Atuan is the second book in Ursula K. Le Guin’s unmissable Earthsea series. Artist David Lupton provides the illustrations and a haunting binding design for this new Folio edition.,David Lupton,https://www.foliosociety.com/media/catalog/product/t/o/tomb_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,The Tombs of Atuan,https://www.foliosociety.com/row/the-tombs-of-atuan.html
Chimamanda Ngozi Adichie,"The first illustrated edition of Chimamanda Ngozi Adichie’s phenomenal Half of a Yellow Sun is published by The Folio Society, with a series of stunning watercolours by artist Unyime Edet.",Unyime Edet,https://www.foliosociety.com/media/catalog/product/y/s/ysun_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,49.95,Half of a Yellow Sun,https://www.foliosociety.com/row/half-of-a-yellow-sun.html
Jack London,"A powerful story of nature and nurture, Jack London’s The Call of the Wild is beautifully illustrated by Abigail Rorer and introduced by David Vann for this exceptional Folio Society edition.",Abigail Rorer,https://www.foliosociety.com/media/catalog/product/c/t/ctw_book_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,David Vann,39.95,The Call of the Wild,https://www.foliosociety.com/row/the-call-of-the-wild.html
Philip K. Dick,"Winner of the 1963 Hugo award, Philip K. Dick’s alternative history is a classic of modern science fiction, presented here with vivid illustrations by Shan Jiang.",Shan Jiang,https://www.foliosociety.com/media/catalog/product/h/c/hcs_book_2.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Ursula K. Le Guin,49.95,The Man in the High Castle,https://www.foliosociety.com/row/the-man-in-the-high-castle.html
James M. Cain,"James M. Cain’s first novel, The Postman Always Rings Twice, was an instant bestseller. This stunning Folio edition includes noirish illustrations by Patrick Leger and a preface by film critic Steve Erickson.",Patrick Leger,https://www.foliosociety.com/media/catalog/product/p/r/pr2_bookshot_3.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Steve Erickson,47.95,The Postman Always Rings Twice,https://www.foliosociety.com/row/the-postman-always-rings-twice.html
Zora Neale Hurston,"One of the defining African-American novels of the 20th century, Zora Neale Hurston’s Their Eyes Were Watching God is beautifully illustrated by Diana Ejaita in this striking Folio Society edition.",Diana Ejaita,https://www.foliosociety.com/media/catalog/product/e/w/ewg_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Zadie Smith,44.95,Their Eyes Were Watching God,https://www.foliosociety.com/row/their-eyes-were-watching-god.html
Haruki Murakami,"Designed in series with the Folio Society edition of Kafka on the Shore, Haruki Murakami’s tender and nostalgic Norwegian Wood is illustrated with award-winning Daniel Liévano’s incredible artwork.",Daniel Liévano,https://www.foliosociety.com/media/catalog/product/n/o/norw_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,85.0,Norwegian Wood,https://www.foliosociety.com/row/norwegian-wood.html
Philip Pullman,Discover the genesis of Lyra’s story in Philip Pullman’s La Belle Sauvage. This gorgeous Folio edition is produced in series with His Dark Materials and features new illustrations by Peter Bailey. ,Peter Bailey,https://www.foliosociety.com/media/catalog/product/l/a/labl_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,60.0,La Belle Sauvage,https://www.foliosociety.com/row/la-belle-sauvage.html
Neil Gaiman,Neil Gaiman’s urban fantasy epic weaves a spell unlike any other. This special edition of Neverwhere features a new introduction by Susanna Clarke and glorious illustrations by Chris Malbon.,Chris Malbon,https://www.foliosociety.com/media/catalog/product/n/w/nwh_book_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,Susanna Clarke,85.0,Neverwhere,https://www.foliosociety.com/row/neverwhere.html
Philip Pullman,"The second book in Philip Pullman’s 'Book of Dust' series, the Folio Society edition of The Secret Commonwealth is beautifully illustrated by Peter Bailey, including a stunning metallic-blocked binding design.",Peter Bailey,https://www.foliosociety.com/media/catalog/product/c/o/comm_bookshot_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,60.0,The Secret Commonwealth,https://www.foliosociety.com/row/the-secret-commonwealth.html
Hilary Mantel,The rise and fall of Thomas Cromwell is brilliantly portrayed in Hilary Mantel’s Booker Prize-winning Wolf Hall. This Folio Society edition is illustrated by world-renowned fine artists Igor &amp; Marina.,Igor & Marina,https://www.foliosociety.com/media/catalog/product/w/l/wlf_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,,85.0,Wolf Hall,https://www.foliosociety.com/row/wolf-hall.html
